store_id,product_id,category,week_start,opening_stock,units_received,spoilage_units,units_sold,closing_stock,stockout_flag,lost_sales_units,reorder_point,safety_stock,supplier_id
S013,P019,Household Essentials,2025-06-16,100,0.0,0,57,43,0,0,88,22,SUP007
S013,P018,Beverages,2025-04-14,374,0.0,1,75,298,0,0,205,34,SUP006
S011,P016,Beverages,2025-07-21,213,137.0,1,55,157,0,0,130,22,SUP006
S003,P008,Packaged Foods,2025-07-14,491,0.0,1,36,454,0,0,115,14,SUP004
S016,P015,Beverages,2025-12-22,176,0.0,1,21,154,0,0,69,9,SUP005
S012,P005,Perishables,2025-08-18,136,0.0,8,17,111,0,0,62,10,SUP001
S016,P001,Perishables,2025-01-27,166,103.0,6,24,136,0,0,58,10,SUP001
S004,P018,Beverages,2025-04-07,53,0.0,0,36,17,0,0,70,12,SUP006
S004,P029,Personal Care,2025-07-07,86,0.0,0,10,76,0,0,30,4,SUP009
S008,P030,Personal Care,2025-05-05,77,0.0,0,21,56,0,0,48,8,SUP010
S015,P010,Packaged Foods,2025-04-28,57,0.0,0,32,25,0,0,86,11,SUP004
S007,P001,Perishables,2025-04-28,145,104.0,6,43,96,0,0,94,16,SUP001
S016,P001,Perishables,2025-12-08,71,0.0,3,23,45,0,0,58,10,SUP001
S003,P009,Packaged Foods,2025-10-27,81,73.0,0,24,57,0,0,43,11,SUP003
S011,P027,Personal Care,2025-08-18,324,0.0,2,36,286,0,0,134,17,SUP009
S012,P014,Beverages,2025-07-28,19,0.0,0,15,4,0,0,38,6,SUP006
S012,P005,Perishables,2025-11-03,184,120.0,11,23,150,0,0,62,10,SUP001
S005,P020,Household Essentials,2025-06-23,172,0.0,0,29,143,0,0,68,11,SUP008
S009,P017,Beverages,2025-10-27,581,0.0,3,79,499,0,0,291,36,SUP005
S009,P019,Household Essentials,2025-03-03,119,0.0,0,60,59,0,0,98,24,SUP007
S009,P025,Personal Care,2025-03-10,518,0.0,1,67,450,0,0,172,22,SUP009
S003,P009,Packaged Foods,2025-12-29,50,0.0,0,23,27,0,0,43,11,SUP003
S014,P010,Packaged Foods,2025-06-09,19,0.0,0,19,0,1,9,85,11,SUP004
S011,P014,Beverages,2025-01-27,191,126.0,1,23,167,0,0,69,11,SUP006
S011,P008,Packaged Foods,2025-04-28,56,0.0,0,37,19,0,0,105,13,SUP004
S016,P002,Perishables,2025-05-19,180,46.0,8,11,161,0,0,41,5,SUP002
S003,P015,Beverages,2025-11-10,318,0.0,1,40,277,0,0,132,16,SUP005
S011,P022,Household Essentials,2025-10-06,222,0.0,0,43,179,0,0,133,22,SUP008
S006,P011,Packaged Foods,2025-09-22,57,0.0,0,35,22,0,0,76,19,SUP003
S006,P008,Packaged Foods,2025-07-21,281,0.0,1,40,240,0,0,118,15,SUP004
S011,P013,Beverages,2025-02-03,223,123.0,0,24,199,0,0,84,10,SUP005
S011,P026,Personal Care,2025-02-03,309,0.0,1,61,247,0,0,136,23,SUP010
S009,P029,Personal Care,2025-01-06,110,0.0,0,21,89,0,0,98,12,SUP009
S012,P005,Perishables,2025-05-26,116,0.0,7,34,75,0,0,62,10,SUP001
S009,P003,Perishables,2025-01-13,87,0.0,3,58,26,0,0,144,24,SUP001
S013,P013,Beverages,2025-11-03,338,0.0,0,39,299,0,0,132,17,SUP005
S010,P018,Beverages,2025-05-12,379,0.0,2,71,306,0,0,134,22,SUP006
S013,P029,Personal Care,2025-08-18,180,0.0,0,18,162,0,0,88,11,SUP009
S013,P002,Perishables,2025-03-10,493,0.0,22,46,425,0,0,112,14,SUP002
S002,P023,Household Essentials,2025-12-08,144,96.0,0,43,101,0,0,77,19,SUP007
S001,P029,Personal Care,2025-10-06,387,0.0,0,30,357,0,0,95,12,SUP009
S013,P001,Perishables,2025-01-20,219,204.0,8,63,148,0,0,158,26,SUP001
S015,P022,Household Essentials,2025-11-17,195,0.0,0,53,142,0,0,138,23,SUP008
S006,P027,Personal Care,2025-10-20,589,292.0,3,61,525,0,0,150,19,SUP009
S002,P012,Packaged Foods,2025-09-01,229,0.0,0,14,215,0,0,59,7,SUP004
S007,P009,Packaged Foods,2025-03-17,42,0.0,0,18,24,0,0,37,9,SUP003
S009,P004,Perishables,2025-05-12,857,0.0,43,91,723,0,0,289,36,SUP002
S014,P029,Personal Care,2025-06-23,240,0.0,0,15,225,0,0,57,7,SUP009
S010,P012,Packaged Foods,2025-09-08,216,95.0,0,16,200,0,0,54,7,SUP004
S014,P013,Beverages,2025-12-08,359,278.0,0,26,333,0,0,86,11,SUP005
S012,P021,Household Essentials,2025-06-30,88,71.0,0,31,57,0,0,47,12,SUP007
S007,P021,Household Essentials,2025-04-21,50,0.0,0,50,0,1,19,81,20,SUP007
S007,P001,Perishables,2025-04-07,193,0.0,7,51,135,0,0,94,16,SUP001
S004,P008,Packaged Foods,2025-02-17,215,0.0,0,18,197,0,0,57,7,SUP004
S010,P006,Perishables,2025-03-31,174,0.0,9,40,125,0,0,99,12,SUP002
S011,P027,Personal Care,2025-05-26,139,0.0,1,52,86,0,0,134,17,SUP009
S013,P018,Beverages,2025-09-01,145,0.0,1,87,57,0,0,205,34,SUP006
S011,P014,Beverages,2025-12-15,189,0.0,1,30,158,0,0,69,11,SUP006
S010,P030,Personal Care,2025-12-08,147,0.0,0,34,113,0,0,82,14,SUP010
S008,P014,Beverages,2025-07-21,99,0.0,0,18,81,0,0,42,7,SUP006
S002,P002,Perishables,2025-12-01,472,163.0,21,21,430,0,0,79,10,SUP002
S003,P002,Perishables,2025-11-24,300,0.0,14,25,261,0,0,78,10,SUP002
S004,P001,Perishables,2025-07-21,108,0.0,4,18,86,0,0,54,9,SUP001
S016,P003,Perishables,2025-04-14,59,0.0,2,23,34,0,0,47,8,SUP001
S010,P013,Beverages,2025-08-25,72,0.0,0,22,50,0,0,86,11,SUP005
S008,P026,Personal Care,2025-05-26,250,0.0,0,46,204,0,0,83,14,SUP010
S011,P013,Beverages,2025-05-26,288,0.0,0,25,263,0,0,84,10,SUP005
S011,P014,Beverages,2025-08-18,85,0.0,0,27,58,0,0,69,11,SUP006
S014,P014,Beverages,2025-10-06,43,0.0,0,38,5,0,0,71,12,SUP006
S009,P021,Household Essentials,2025-08-25,393,0.0,0,71,322,0,0,152,38,SUP007
S009,P005,Perishables,2025-01-06,235,0.0,14,77,144,0,0,201,34,SUP001
S011,P019,Household Essentials,2025-05-12,104,0.0,0,44,60,0,0,55,14,SUP007
S009,P013,Beverages,2025-03-17,373,0.0,0,49,324,0,0,147,18,SUP005
S005,P021,Household Essentials,2025-06-30,47,0.0,0,47,0,1,20,137,34,SUP007
S006,P019,Household Essentials,2025-09-01,173,0.0,0,34,139,0,0,62,16,SUP007
S015,P022,Household Essentials,2025-09-08,207,158.0,0,43,164,0,0,138,23,SUP008
S015,P027,Personal Care,2025-11-17,415,414.0,2,43,370,0,0,139,17,SUP009
S016,P020,Household Essentials,2025-08-04,27,0.0,0,10,17,0,0,25,4,SUP008
S006,P025,Personal Care,2025-06-16,495,225.0,1,25,469,0,0,109,14,SUP009
S004,P020,Household Essentials,2025-01-13,17,0.0,0,9,8,0,0,23,4,SUP008
S015,P014,Beverages,2025-11-17,65,0.0,0,34,31,0,0,72,12,SUP006
S015,P012,Packaged Foods,2025-07-14,118,0.0,0,19,99,0,0,54,7,SUP004
S001,P022,Household Essentials,2025-02-24,196,0.0,0,93,103,0,0,227,38,SUP008
S007,P015,Beverages,2025-06-16,164,130.0,1,32,131,0,0,112,14,SUP005
S011,P001,Perishables,2025-05-26,400,0.0,15,35,350,0,0,100,17,SUP001
S004,P008,Packaged Foods,2025-12-22,281,0.0,1,18,262,0,0,57,7,SUP004
S003,P017,Beverages,2025-03-31,576,0.0,3,64,509,0,0,181,23,SUP005
S004,P018,Beverages,2025-01-27,198,122.0,1,36,161,0,0,70,12,SUP006
S005,P017,Beverages,2025-11-10,391,369.0,2,84,305,0,0,264,33,SUP005
S005,P011,Packaged Foods,2025-01-20,126,0.0,0,73,53,0,0,109,27,SUP003
S016,P003,Perishables,2025-03-10,70,48.0,3,23,44,0,0,47,8,SUP001
S011,P017,Beverages,2025-06-09,616,0.0,3,53,560,0,0,165,21,SUP005
S003,P010,Packaged Foods,2025-12-15,301,0.0,1,30,270,0,0,91,11,SUP004
S009,P005,Perishables,2025-05-12,471,0.0,28,116,327,0,0,201,34,SUP001
S009,P021,Household Essentials,2025-06-23,458,437.0,0,95,363,0,0,152,38,SUP007
S001,P006,Perishables,2025-11-10,253,182.0,13,53,187,0,0,164,21,SUP002
S010,P023,Household Essentials,2025-07-21,87,0.0,0,31,56,0,0,71,18,SUP007
S013,P017,Beverages,2025-07-07,670,387.0,3,84,583,0,0,262,33,SUP005
S010,P030,Personal Care,2025-05-19,121,111.0,0,42,79,0,0,82,14,SUP010
S011,P028,Personal Care,2025-03-03,309,0.0,0,53,256,0,0,123,20,SUP010
S009,P011,Packaged Foods,2025-08-04,225,118.0,0,81,144,0,0,120,30,SUP003
S013,P027,Personal Care,2025-09-08,533,290.0,3,52,478,0,0,212,26,SUP009
S002,P020,Household Essentials,2025-12-15,40,0.0,0,20,20,0,0,48,8,SUP008
S001,P023,Household Essentials,2025-11-17,219,126.0,0,59,160,0,0,117,29,SUP007
S002,P026,Personal Care,2025-03-10,314,0.0,1,58,255,0,0,152,25,SUP010
S015,P009,Packaged Foods,2025-03-17,141,141.0,0,36,105,0,0,41,10,SUP003
S004,P020,Household Essentials,2025-09-29,10,0.0,0,10,0,1,3,23,4,SUP008
S005,P028,Personal Care,2025-11-24,251,0.0,0,81,170,0,0,196,33,SUP010
S007,P021,Household Essentials,2025-05-05,189,0.0,0,59,130,0,0,81,20,SUP007
S012,P028,Personal Care,2025-07-07,99,0.0,0,26,73,0,0,67,11,SUP010
S010,P013,Beverages,2025-04-14,109,0.0,0,29,80,0,0,86,11,SUP005
S012,P018,Beverages,2025-12-29,125,0.0,0,27,98,0,0,71,12,SUP006
S006,P005,Perishables,2025-05-19,272,0.0,16,69,187,0,0,128,21,SUP001
S011,P028,Personal Care,2025-06-23,199,0.0,0,47,152,0,0,123,20,SUP010
S003,P020,Household Essentials,2025-06-02,35,0.0,0,20,15,0,0,47,8,SUP008
S015,P014,Beverages,2025-07-07,327,144.0,1,30,296,0,0,72,12,SUP006
S006,P003,Perishables,2025-06-30,84,0.0,3,33,48,0,0,91,15,SUP001
S005,P025,Personal Care,2025-04-14,342,0.0,1,37,304,0,0,156,20,SUP009
S009,P012,Packaged Foods,2025-03-10,469,0.0,1,32,436,0,0,92,12,SUP004
S013,P013,Beverages,2025-05-26,589,0.0,1,53,535,0,0,132,17,SUP005
S005,P024,Household Essentials,2025-01-06,131,0.0,0,47,84,0,0,112,19,SUP008
S013,P027,Personal Care,2025-02-24,722,0.0,4,77,641,0,0,212,26,SUP009
S006,P030,Personal Care,2025-06-09,60,0.0,0,41,19,0,0,89,15,SUP010
S008,P019,Household Essentials,2025-03-03,39,0.0,0,24,15,0,0,34,8,SUP007
S004,P015,Beverages,2025-12-01,167,0.0,1,20,146,0,0,65,8,SUP005
S001,P028,Personal Care,2025-11-24,442,0.0,0,86,356,0,0,210,35,SUP010
S012,P022,Household Essentials,2025-09-08,121,104.0,0,20,101,0,0,73,12,SUP008
S015,P010,Packaged Foods,2025-06-30,340,0.0,1,29,310,0,0,86,11,SUP004
S002,P029,Personal Care,2025-12-29,202,0.0,0,20,182,0,0,62,8,SUP009
S015,P009,Packaged Foods,2025-04-14,77,55.0,0,34,43,0,0,41,10,SUP003
S006,P001,Perishables,2025-09-29,132,0.0,5,54,73,0,0,112,19,SUP001
S010,P026,Personal Care,2025-06-09,205,161.0,0,54,151,0,0,140,23,SUP010
S011,P022,Household Essentials,2025-05-12,201,0.0,0,54,147,0,0,133,22,SUP008
S013,P017,Beverages,2025-10-20,1037,471.0,5,106,926,0,0,262,33,SUP005
S012,P026,Personal Care,2025-07-28,207,0.0,0,28,179,0,0,74,12,SUP010
S011,P024,Household Essentials,2025-10-27,101,0.0,0,25,76,0,0,70,12,SUP008
S012,P017,Beverages,2025-09-29,297,0.0,1,23,273,0,0,90,11,SUP005
S015,P003,Perishables,2025-05-05,44,0.0,2,42,0,1,5,85,14,SUP001
S013,P003,Perishables,2025-08-11,338,202.0,12,59,267,0,0,129,22,SUP001
S009,P029,Personal Care,2025-01-20,53,0.0,0,36,17,0,0,98,12,SUP009
S006,P025,Personal Care,2025-06-09,313,184.0,1,42,270,0,0,109,14,SUP009
S008,P013,Beverages,2025-05-05,1,0.0,0,1,0,1,16,51,6,SUP005
S013,P024,Household Essentials,2025-11-24,225,0.0,0,41,184,0,0,111,19,SUP008
S008,P020,Household Essentials,2025-04-21,21,0.0,0,14,7,0,0,26,4,SUP008
S011,P028,Personal Care,2025-11-17,336,0.0,0,49,287,0,0,123,20,SUP010
S006,P002,Perishables,2025-11-24,350,156.0,16,26,308,0,0,79,10,SUP002
S005,P005,Perishables,2025-12-15,276,0.0,17,76,183,0,0,182,30,SUP001
S002,P016,Beverages,2025-11-03,694,293.0,2,63,629,0,0,147,24,SUP006
S008,P011,Packaged Foods,2025-05-19,50,0.0,0,24,26,0,0,41,10,SUP003
S002,P003,Perishables,2025-08-04,219,0.0,8,46,165,0,0,92,15,SUP001
S003,P026,Personal Care,2025-02-03,351,0.0,1,59,291,0,0,149,25,SUP010
S002,P021,Household Essentials,2025-11-24,78,0.0,0,57,21,0,0,97,24,SUP007
S011,P012,Packaged Foods,2025-01-13,39,0.0,0,19,20,0,0,52,7,SUP004
S011,P016,Beverages,2025-08-04,302,185.0,1,69,232,0,0,130,22,SUP006
S005,P005,Perishables,2025-08-25,255,0.0,15,74,166,0,0,182,30,SUP001
S006,P019,Household Essentials,2025-03-24,117,80.0,0,42,75,0,0,62,16,SUP007
S002,P002,Perishables,2025-04-07,118,0.0,5,39,74,0,0,79,10,SUP002
S001,P018,Beverages,2025-01-06,258,0.0,1,93,164,0,0,221,37,SUP006
S005,P025,Personal Care,2025-07-07,459,0.0,1,53,405,0,0,156,20,SUP009
S014,P014,Beverages,2025-05-05,89,0.0,0,37,52,0,0,71,12,SUP006
S013,P005,Perishables,2025-08-25,306,0.0,18,75,213,0,0,181,30,SUP001
S009,P026,Personal Care,2025-07-28,327,0.0,1,108,218,0,0,239,40,SUP010
S010,P019,Household Essentials,2025-02-17,179,178.0,0,29,150,0,0,57,14,SUP007
S012,P014,Beverages,2025-02-24,88,0.0,0,16,72,0,0,38,6,SUP006
S009,P004,Perishables,2025-05-26,589,0.0,29,78,482,0,0,289,36,SUP002
S008,P024,Household Essentials,2025-01-27,121,71.0,0,19,102,0,0,43,7,SUP008
S012,P005,Perishables,2025-04-14,86,0.0,5,29,52,0,0,62,10,SUP001
S009,P017,Beverages,2025-10-13,825,0.0,4,121,700,0,0,291,36,SUP005
S009,P007,Packaged Foods,2025-02-03,85,0.0,0,45,40,0,0,68,17,SUP003
S015,P029,Personal Care,2025-02-03,159,96.0,0,21,138,0,0,58,7,SUP009
S008,P020,Household Essentials,2025-03-31,55,0.0,0,11,44,0,0,26,4,SUP008
S002,P021,Household Essentials,2025-11-17,135,0.0,0,57,78,0,0,97,24,SUP007
S007,P018,Beverages,2025-02-17,190,0.0,1,57,132,0,0,121,20,SUP006
S004,P016,Beverages,2025-08-11,215,89.0,1,28,186,0,0,71,12,SUP006
S011,P020,Household Essentials,2025-06-02,22,0.0,0,22,0,1,1,43,7,SUP008
S013,P027,Personal Care,2025-06-16,775,0.0,4,52,719,0,0,212,26,SUP009
S015,P009,Packaged Foods,2025-08-25,51,0.0,0,21,30,0,0,41,10,SUP003
S015,P009,Packaged Foods,2025-11-24,88,0.0,0,18,70,0,0,41,10,SUP003
S007,P022,Household Essentials,2025-04-28,321,183.0,0,60,261,0,0,125,21,SUP008
S010,P030,Personal Care,2025-07-07,132,0.0,0,38,94,0,0,82,14,SUP010
S010,P011,Packaged Foods,2025-03-17,73,0.0,0,57,16,0,0,70,18,SUP003
S010,P017,Beverages,2025-06-23,440,0.0,2,57,381,0,0,171,21,SUP005
S003,P025,Personal Care,2025-12-08,164,139.0,0,25,139,0,0,107,13,SUP009
S001,P022,Household Essentials,2025-12-01,268,0.0,0,86,182,0,0,227,38,SUP008
S015,P024,Household Essentials,2025-11-24,176,0.0,0,29,147,0,0,73,12,SUP008
S007,P021,Household Essentials,2025-06-16,151,115.0,0,49,102,0,0,81,20,SUP007
S007,P024,Household Essentials,2025-02-24,68,0.0,0,32,36,0,0,66,11,SUP008
S005,P026,Personal Care,2025-03-31,640,0.0,1,107,532,0,0,217,36,SUP010
S014,P002,Perishables,2025-01-13,55,0.0,2,23,30,0,0,73,9,SUP002
S001,P019,Household Essentials,2025-11-24,126,0.0,0,58,68,0,0,95,24,SUP007
S015,P022,Household Essentials,2025-04-07,206,0.0,0,71,135,0,0,138,23,SUP008
S014,P025,Personal Care,2025-07-07,236,0.0,0,30,206,0,0,101,13,SUP009
S013,P002,Perishables,2025-09-01,311,193.0,14,39,258,0,0,112,14,SUP002
S012,P014,Beverages,2025-04-28,32,0.0,0,16,16,0,0,38,6,SUP006
S011,P017,Beverages,2025-08-04,156,0.0,1,49,106,0,0,165,21,SUP005
S014,P027,Personal Care,2025-11-10,369,0.0,2,42,325,0,0,138,17,SUP009
S014,P025,Personal Care,2025-05-26,432,0.0,1,36,395,0,0,101,13,SUP009
S001,P025,Personal Care,2025-09-22,249,213.0,0,58,191,0,0,167,21,SUP009
S010,P022,Household Essentials,2025-08-18,178,0.0,0,49,129,0,0,137,23,SUP008
S010,P011,Packaged Foods,2025-09-22,200,181.0,0,29,171,0,0,70,18,SUP003
S011,P004,Perishables,2025-04-28,228,228.0,11,63,154,0,0,164,20,SUP002
S008,P025,Personal Care,2025-07-21,102,0.0,0,17,85,0,0,60,7,SUP009
S016,P024,Household Essentials,2025-08-11,99,0.0,0,10,89,0,0,41,7,SUP008
S008,P003,Perishables,2025-06-02,139,93.0,5,26,108,0,0,50,8,SUP001
S003,P012,Packaged Foods,2025-05-26,14,0.0,0,14,0,1,2,57,7,SUP004
S002,P002,Perishables,2025-09-29,184,0.0,8,24,152,0,0,79,10,SUP002
S015,P012,Packaged Foods,2025-06-23,166,0.0,0,19,147,0,0,54,7,SUP004
S001,P001,Perishables,2025-11-17,586,209.0,22,71,493,0,0,170,28,SUP001
S013,P016,Beverages,2025-03-31,1112,249.0,3,71,1038,0,0,207,34,SUP006
S016,P015,Beverages,2025-06-02,295,136.0,1,22,272,0,0,69,9,SUP005
S010,P008,Packaged Foods,2025-03-31,141,0.0,0,42,99,0,0,109,14,SUP004
S007,P015,Beverages,2025-06-23,287,156.0,1,40,246,0,0,112,14,SUP005
S013,P027,Personal Care,2025-03-31,313,0.0,2,59,252,0,0,212,26,SUP009
S002,P016,Beverages,2025-08-25,523,0.0,2,52,469,0,0,147,24,SUP006
S007,P009,Packaged Foods,2025-01-20,114,113.0,0,25,89,0,0,37,9,SUP003
S009,P014,Beverages,2025-03-24,290,0.0,1,70,219,0,0,122,20,SUP006
S009,P024,Household Essentials,2025-03-24,289,0.0,0,66,223,0,0,124,21,SUP008
S011,P014,Beverages,2025-04-21,177,0.0,1,33,143,0,0,69,11,SUP006
S014,P013,Beverages,2025-01-27,124,107.0,0,22,102,0,0,86,11,SUP005
S011,P024,Household Essentials,2025-09-15,72,0.0,0,30,42,0,0,70,12,SUP008
S006,P014,Beverages,2025-10-13,151,0.0,1,50,100,0,0,77,13,SUP006
S006,P029,Personal Care,2025-02-24,291,0.0,0,13,278,0,0,62,8,SUP009
S004,P005,Perishables,2025-07-07,74,0.0,4,30,40,0,0,62,10,SUP001
S012,P026,Personal Care,2025-09-15,211,118.0,0,29,182,0,0,74,12,SUP010
S016,P003,Perishables,2025-04-07,81,0.0,3,19,59,0,0,47,8,SUP001
S007,P001,Perishables,2025-05-12,194,0.0,7,38,149,0,0,94,16,SUP001
S006,P019,Household Essentials,2025-08-25,201,0.0,0,28,173,0,0,62,16,SUP007
S001,P016,Beverages,2025-09-15,550,0.0,2,65,483,0,0,223,37,SUP006
S010,P023,Household Essentials,2025-06-30,133,94.0,0,40,93,0,0,71,18,SUP007
S010,P026,Personal Care,2025-04-14,369,232.0,1,62,306,0,0,140,23,SUP010
S008,P023,Household Essentials,2025-02-24,78,55.0,0,34,44,0,0,42,10,SUP007
S010,P022,Household Essentials,2025-09-08,383,0.0,0,73,310,0,0,137,23,SUP008
S001,P006,Perishables,2025-09-29,475,0.0,24,82,369,0,0,164,21,SUP002
S011,P015,Beverages,2025-11-10,292,0.0,1,44,247,0,0,120,15,SUP005
S007,P028,Personal Care,2025-05-12,396,0.0,0,60,336,0,0,115,19,SUP010
S004,P029,Personal Care,2025-11-17,38,0.0,0,9,29,0,0,30,4,SUP009
S006,P021,Household Essentials,2025-06-16,180,123.0,0,63,117,0,0,96,24,SUP007
S013,P011,Packaged Foods,2025-06-16,131,0.0,0,76,55,0,0,108,27,SUP003
S002,P030,Personal Care,2025-10-20,154,0.0,0,40,114,0,0,89,15,SUP010
S001,P016,Beverages,2025-11-24,396,0.0,1,75,320,0,0,223,37,SUP006
S016,P030,Personal Care,2025-12-08,75,62.0,0,19,56,0,0,46,8,SUP010
S001,P016,Beverages,2025-06-16,479,0.0,1,118,360,0,0,223,37,SUP006
S015,P027,Personal Care,2025-01-20,79,0.0,0,41,38,0,0,139,17,SUP009
S014,P021,Household Essentials,2025-01-13,166,122.0,0,65,101,0,0,89,22,SUP007
S008,P012,Packaged Foods,2025-09-01,20,0.0,0,10,10,0,0,32,4,SUP004
S001,P028,Personal Care,2025-06-30,421,0.0,0,66,355,0,0,210,35,SUP010
S012,P028,Personal Care,2025-03-03,105,80.0,0,29,76,0,0,67,11,SUP010
S010,P022,Household Essentials,2025-03-24,288,0.0,0,62,226,0,0,137,23,SUP008
S003,P004,Perishables,2025-04-14,249,249.0,12,67,170,0,0,180,23,SUP002
S014,P023,Household Essentials,2025-07-21,96,0.0,0,36,60,0,0,71,18,SUP007
S015,P019,Household Essentials,2025-02-17,76,76.0,0,22,54,0,0,58,14,SUP007
S014,P023,Household Essentials,2025-02-17,87,0.0,0,55,32,0,0,71,18,SUP007
S004,P024,Household Essentials,2025-09-01,53,0.0,0,15,38,0,0,38,6,SUP008
S015,P020,Household Essentials,2025-04-21,29,0.0,0,22,7,0,0,44,7,SUP008
S004,P018,Beverages,2025-08-18,107,0.0,0,25,82,0,0,70,12,SUP006
S002,P010,Packaged Foods,2025-01-20,48,0.0,0,37,11,0,0,93,12,SUP004
S003,P010,Packaged Foods,2025-02-24,317,0.0,1,29,287,0,0,91,11,SUP004
S009,P027,Personal Care,2025-04-28,335,274.0,2,65,268,0,0,236,29,SUP009
S009,P016,Beverages,2025-03-31,298,0.0,1,108,189,0,0,230,38,SUP006
S004,P018,Beverages,2025-09-29,152,0.0,1,37,114,0,0,70,12,SUP006
S013,P001,Perishables,2025-12-01,221,0.0,8,60,153,0,0,158,26,SUP001
S008,P030,Personal Care,2025-05-26,73,63.0,0,20,53,0,0,48,8,SUP010
S002,P030,Personal Care,2025-11-03,77,0.0,0,41,36,0,0,89,15,SUP010
S014,P010,Packaged Foods,2025-12-01,351,0.0,1,27,323,0,0,85,11,SUP004
S006,P007,Packaged Foods,2025-12-22,136,136.0,0,23,113,0,0,43,11,SUP003
S011,P004,Perishables,2025-08-18,535,0.0,27,49,459,0,0,164,20,SUP002
S006,P027,Personal Care,2025-11-03,648,178.0,3,48,597,0,0,150,19,SUP009
S015,P007,Packaged Foods,2025-11-17,50,0.0,0,26,24,0,0,40,10,SUP003
S011,P007,Packaged Foods,2025-08-11,73,36.0,0,24,49,0,0,39,10,SUP003
S013,P021,Household Essentials,2025-12-29,255,177.0,0,81,174,0,0,136,34,SUP007
S007,P016,Beverages,2025-01-27,334,321.0,1,37,296,0,0,122,20,SUP006
S013,P024,Household Essentials,2025-05-19,176,0.0,0,59,117,0,0,111,19,SUP008
S002,P003,Perishables,2025-07-07,134,128.0,5,44,85,0,0,92,15,SUP001
S005,P015,Beverages,2025-03-24,797,0.0,3,67,727,0,0,192,24,SUP005
S014,P029,Personal Care,2025-04-28,24,0.0,0,23,1,0,0,57,7,SUP009
S004,P001,Perishables,2025-12-08,134,0.0,5,19,110,0,0,54,9,SUP001
S012,P006,Perishables,2025-06-30,38,0.0,2,14,22,0,0,53,7,SUP002
S008,P003,Perishables,2025-12-22,77,64.0,3,18,56,0,0,50,8,SUP001
S001,P005,Perishables,2025-08-04,213,0.0,13,66,134,0,0,195,32,SUP001
S003,P016,Beverages,2025-12-01,489,0.0,1,39,449,0,0,143,24,SUP006
S006,P003,Perishables,2025-09-08,159,0.0,6,26,127,0,0,91,15,SUP001
S007,P005,Perishables,2025-05-12,343,110.0,21,55,267,0,0,107,18,SUP001
S004,P019,Household Essentials,2025-06-16,56,39.0,0,18,38,0,0,30,7,SUP007
S002,P004,Perishables,2025-07-14,740,0.0,37,45,658,0,0,184,23,SUP002
S004,P025,Personal Care,2025-10-13,208,84.0,0,17,191,0,0,53,7,SUP009
S007,P018,Beverages,2025-12-29,356,226.0,1,48,307,0,0,121,20,SUP006
S016,P015,Beverages,2025-12-29,154,0.0,1,22,131,0,0,69,9,SUP005
S010,P009,Packaged Foods,2025-12-22,77,51.0,0,24,53,0,0,41,10,SUP003
S015,P003,Perishables,2025-01-27,228,153.0,8,36,184,0,0,85,14,SUP001
S009,P004,Perishables,2025-03-10,637,0.0,32,137,468,0,0,289,36,SUP002
S004,P009,Packaged Foods,2025-04-21,27,0.0,0,16,11,0,0,21,5,SUP003
S003,P017,Beverages,2025-03-24,640,0.0,3,61,576,0,0,181,23,SUP005
S005,P030,Personal Care,2025-12-22,251,0.0,0,47,204,0,0,127,21,SUP010
S011,P016,Beverages,2025-06-02,126,0.0,0,56,70,0,0,130,22,SUP006
S009,P022,Household Essentials,2025-04-28,576,0.0,0,119,457,0,0,235,39,SUP008
S006,P010,Packaged Foods,2025-01-06,105,0.0,0,34,71,0,0,93,12,SUP004
S013,P012,Packaged Foods,2025-04-14,201,0.0,0,36,165,0,0,83,10,SUP004
S008,P026,Personal Care,2025-10-13,97,0.0,0,46,51,0,0,83,14,SUP010
S011,P004,Perishables,2025-08-04,402,236.0,20,43,339,0,0,164,20,SUP002
S004,P003,Perishables,2025-03-17,145,50.0,5,22,118,0,0,44,7,SUP001
S004,P013,Beverages,2025-10-06,128,0.0,0,17,111,0,0,45,6,SUP005
S007,P028,Personal Care,2025-07-21,152,0.0,0,47,105,0,0,115,19,SUP010
S011,P024,Household Essentials,2025-08-11,192,119.0,0,21,171,0,0,70,12,SUP008
S001,P008,Packaged Foods,2025-02-17,743,0.0,1,60,682,0,0,179,22,SUP004
S013,P003,Perishables,2025-09-01,156,0.0,6,48,102,0,0,129,22,SUP001
S005,P004,Perishables,2025-09-01,1021,0.0,51,73,897,0,0,262,33,SUP002
S011,P029,Personal Care,2025-12-29,206,0.0,0,17,189,0,0,56,7,SUP009
S010,P013,Beverages,2025-11-24,221,0.0,0,19,202,0,0,86,11,SUP005
S015,P022,Household Essentials,2025-07-21,217,175.0,0,55,162,0,0,138,23,SUP008
S008,P016,Beverages,2025-04-21,123,91.0,0,34,89,0,0,80,13,SUP006
S003,P022,Household Essentials,2025-02-17,198,0.0,0,81,117,0,0,146,24,SUP008
S010,P014,Beverages,2025-05-26,166,0.0,1,25,140,0,0,71,12,SUP006
S012,P030,Personal Care,2025-03-03,62,51.0,0,24,38,0,0,43,7,SUP010
S005,P028,Personal Care,2025-12-29,404,0.0,0,71,333,0,0,196,33,SUP010
S006,P015,Beverages,2025-09-01,509,0.0,2,34,473,0,0,134,17,SUP005
