store_id,store_name,region,store_type,product_id,product_name,category,week_start,opening_stock,units_received,spoilage_units,units_sold,closing_stock,stockout_flag,lost_sales_units,lost_sales_value,reorder_point,safety_stock,supplier_id,avg_lead_time_days,reliability_score,unit_cost,unit_price,inventory_value,cogs,spoilage_cost
S004,North Express 4,North,Express,P008,Breakfast Cereal,Packaged Foods,2025-06-16,366,0.0,1,20,345,0,0,0.0,57,7,SUP004,21,0.85,71.87,118.18,24795.15,1437.4,71.87
S015,West Standard 15,West,Standard,P012,Ketchup 500g,Packaged Foods,2025-04-07,73,0.0,0,20,53,0,0,0.0,54,7,SUP004,21,0.85,254.57,434.46,13492.21,5091.4,0.0
S012,East Express 12,East,Express,P026,Body Wash 250ml,Personal Care,2025-01-13,49,0.0,0,27,22,0,0,0.0,74,12,SUP010,15,0.9,405.93,622.07,8930.460000000001,10960.11,0.0
S005,South Flagship 5,South,Flagship,P006,Fresh Eggs (12),Perishables,2025-02-03,144,0.0,7,56,81,0,0,0.0,154,19,SUP002,21,0.92,51.14,81.02,4142.34,2863.84,357.98
S005,South Flagship 5,South,Flagship,P008,Breakfast Cereal,Packaged Foods,2025-07-07,405,0.0,1,51,353,0,0,0.0,168,21,SUP004,21,0.85,71.87,118.18,25370.11,3665.3700000000003,71.87
S002,North Standard 2,North,Standard,P006,Fresh Eggs (12),Perishables,2025-11-03,442,395.0,22,26,394,0,0,0.0,108,14,SUP002,21,0.92,51.14,81.02,20149.16,1329.64,1125.08
S006,South Standard 6,South,Standard,P029,Deodorant Spray,Personal Care,2025-08-18,96,0.0,0,21,75,0,0,0.0,62,8,SUP009,18,0.9,518.28,771.74,38871.0,10883.88,0.0
S010,East Standard 10,East,Standard,P023,All-Purpose Cleaner,Household Essentials,2025-10-06,133,87.0,0,58,75,0,0,0.0,71,18,SUP007,6,0.89,343.86,620.06,25789.5,19943.88,0.0
S012,East Express 12,East,Express,P011,Pasta 500g,Packaged Foods,2025-07-21,47,0.0,0,22,25,0,0,0.0,37,9,SUP003,10,0.85,389.93,598.54,9748.25,8578.460000000001,0.0
S009,East Flagship 9,East,Flagship,P012,Ketchup 500g,Packaged Foods,2025-01-06,104,0.0,0,30,74,0,0,0.0,92,12,SUP004,21,0.85,254.57,434.46,18838.18,7637.099999999999,0.0
S008,South Express 8,South,Express,P019,Dish Soap 500ml,Household Essentials,2025-12-01,63,38.0,0,19,44,0,0,0.0,34,8,SUP007,6,0.89,633.68,997.2,27881.92,12039.919999999998,0.0
S006,South Standard 6,South,Standard,P017,Instant Coffee 100g,Beverages,2025-02-17,701,341.0,4,64,633,0,0,0.0,185,23,SUP005,19,0.83,74.68,129.0,47272.44,4779.52,298.72
S011,East Standard 11,East,Standard,P023,All-Purpose Cleaner,Household Essentials,2025-05-26,82,0.0,0,37,45,0,0,0.0,68,17,SUP007,6,0.89,343.86,620.06,15473.7,12722.82,0.0
S011,East Standard 11,East,Standard,P027,Hand Sanitizer 200ml,Personal Care,2025-04-14,445,0.0,2,50,393,0,0,0.0,134,17,SUP009,18,0.9,370.0,556.57,145410.0,18500.0,740.0
S009,East Flagship 9,East,Flagship,P025,Toothpaste 100g,Personal Care,2025-09-22,672,0.0,1,43,628,0,0,0.0,172,22,SUP009,18,0.9,381.89,560.84,239826.91999999998,16421.27,381.89
S015,West Standard 15,West,Standard,P030,Hair Oil 200ml,Personal Care,2025-07-07,125,0.0,0,31,94,0,0,0.0,83,14,SUP010,15,0.9,312.2,464.39,29346.8,9678.199999999999,0.0
S005,South Flagship 5,South,Flagship,P013,Cola 2L,Beverages,2025-09-15,434,0.0,0,41,393,0,0,0.0,134,17,SUP005,19,0.83,71.04,102.19,27918.72,2912.6400000000003,0.0
S014,West Standard 14,West,Standard,P006,Fresh Eggs (12),Perishables,2025-01-20,38,0.0,2,31,5,0,0,0.0,99,12,SUP002,21,0.92,51.14,81.02,255.7,1585.34,102.28
S001,North Flagship 1,North,Flagship,P006,Fresh Eggs (12),Perishables,2025-12-08,470,0.0,24,55,391,0,0,0.0,164,21,SUP002,21,0.92,51.14,81.02,19995.74,2812.7,1227.3600000000001
S004,North Express 4,North,Express,P025,Toothpaste 100g,Personal Care,2025-06-09,29,0.0,0,16,13,0,0,0.0,53,7,SUP009,18,0.9,381.89,560.84,4964.57,6110.24,0.0
S011,East Standard 11,East,Standard,P024,Paper Towels (2 pack),Household Essentials,2025-12-15,123,0.0,0,31,92,0,0,0.0,70,12,SUP008,13,0.97,942.51,1453.01,86710.92,29217.81,0.0
S014,West Standard 14,West,Standard,P030,Hair Oil 200ml,Personal Care,2025-01-27,239,138.0,0,48,191,0,0,0.0,82,14,SUP010,15,0.9,312.2,464.39,59630.2,14985.599999999999,0.0
S012,East Express 12,East,Express,P014,Orange Juice 1L,Beverages,2025-11-03,92,0.0,0,15,77,0,0,0.0,38,6,SUP006,15,0.83,249.02,418.47,19174.54,3735.3,0.0
S002,North Standard 2,North,Standard,P016,Energy Drink Can,Beverages,2025-05-19,189,0.0,1,56,132,0,0,0.0,147,24,SUP006,15,0.83,389.91,568.72,51468.12,21834.960000000003,389.91
S004,North Express 4,North,Express,P029,Deodorant Spray,Personal Care,2025-09-29,110,0.0,0,10,100,0,0,0.0,30,4,SUP009,18,0.9,518.28,771.74,51828.0,5182.799999999999,0.0
S015,West Standard 15,West,Standard,P017,Instant Coffee 100g,Beverages,2025-06-09,861,0.0,4,45,812,0,0,0.0,172,22,SUP005,19,0.83,74.68,129.0,60640.16,3360.6000000000004,298.72
S013,West Flagship 13,West,Flagship,P019,Dish Soap 500ml,Household Essentials,2025-12-29,114,0.0,0,54,60,0,0,0.0,88,22,SUP007,6,0.89,633.68,997.2,38020.799999999996,34218.719999999994,0.0
S006,South Standard 6,South,Standard,P002,Brown Bread,Perishables,2025-06-16,200,0.0,9,30,161,0,0,0.0,79,10,SUP002,21,0.92,168.93,291.21,27197.73,5067.900000000001,1520.3700000000001
S013,West Flagship 13,West,Flagship,P019,Dish Soap 500ml,Household Essentials,2025-02-03,109,0.0,0,50,59,0,0,0.0,88,22,SUP007,6,0.89,633.68,997.2,37387.119999999995,31683.999999999996,0.0
S011,East Standard 11,East,Standard,P003,Paneer 200g,Perishables,2025-09-29,126,100.0,5,42,79,0,0,0.0,81,14,SUP001,13,0.95,33.93,50.31,2680.47,1425.06,169.65
S003,North Standard 3,North,Standard,P028,Shaving Cream,Personal Care,2025-06-16,141,0.0,0,53,88,0,0,0.0,135,22,SUP010,15,0.9,150.41,217.98,13236.08,7971.73,0.0
S012,East Express 12,East,Express,P030,Hair Oil 200ml,Personal Care,2025-12-29,123,80.0,0,16,107,0,0,0.0,43,7,SUP010,15,0.9,312.2,464.39,33405.4,4995.2,0.0
S014,West Standard 14,West,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-06-30,119,0.0,0,41,78,0,0,0.0,89,22,SUP007,6,0.89,822.15,1325.71,64127.7,33708.15,0.0
S001,North Flagship 1,North,Flagship,P020,Laundry Detergent 1kg,Household Essentials,2025-09-15,116,0.0,0,33,83,0,0,0.0,73,12,SUP008,13,0.97,395.11,674.34,32794.130000000005,13038.630000000001,0.0
S007,South Standard 7,South,Standard,P001,Fresh Milk 1L,Perishables,2025-05-05,243,147.0,9,40,194,0,0,0.0,94,16,SUP001,13,0.95,74.84,135.63,14518.960000000001,2993.6000000000004,673.5600000000001
S014,West Standard 14,West,Standard,P026,Body Wash 250ml,Personal Care,2025-09-22,339,221.0,1,52,286,0,0,0.0,140,23,SUP010,15,0.9,405.93,622.07,116095.98,21108.36,405.93
S001,North Flagship 1,North,Flagship,P015,Mineral Water 1L,Beverages,2025-11-24,402,0.0,2,68,332,0,0,0.0,205,26,SUP005,19,0.83,235.43,413.22,78162.76000000001,16009.24,470.86
S004,North Express 4,North,Express,P015,Mineral Water 1L,Beverages,2025-03-24,141,0.0,1,26,114,0,0,0.0,65,8,SUP005,19,0.83,235.43,413.22,26839.02,6121.18,235.43
S006,South Standard 6,South,Standard,P005,Butter 100g,Perishables,2025-08-25,360,207.0,22,46,292,0,0,0.0,128,21,SUP001,13,0.95,223.18,345.5,65168.560000000005,10266.28,4909.96
S006,South Standard 6,South,Standard,P017,Instant Coffee 100g,Beverages,2025-10-27,656,0.0,3,61,592,0,0,0.0,185,23,SUP005,19,0.83,74.68,129.0,44210.560000000005,4555.4800000000005,224.04000000000002
S008,South Express 8,South,Express,P012,Ketchup 500g,Packaged Foods,2025-11-17,58,0.0,0,12,46,0,0,0.0,32,4,SUP004,21,0.85,254.57,434.46,11710.22,3054.84,0.0
S016,West Express 16,West,Express,P010,Frozen Peas 500g,Packaged Foods,2025-05-19,65,58.0,0,19,46,0,0,0.0,48,6,SUP004,21,0.85,562.75,881.36,25886.5,10692.25,0.0
S015,West Standard 15,West,Standard,P021,Toilet Paper (6 pack),Household Essentials,2025-03-24,168,116.0,0,63,105,0,0,0.0,90,22,SUP007,6,0.89,822.15,1325.71,86325.75,51795.45,0.0
S005,South Flagship 5,South,Flagship,P029,Deodorant Spray,Personal Care,2025-07-21,198,0.0,0,29,169,0,0,0.0,89,11,SUP009,18,0.9,518.28,771.74,87589.31999999999,15030.119999999999,0.0
S012,East Express 12,East,Express,P025,Toothpaste 100g,Personal Care,2025-10-20,183,0.0,0,19,164,0,0,0.0,53,7,SUP009,18,0.9,381.89,560.84,62629.96,7255.91,0.0
S013,West Flagship 13,West,Flagship,P016,Energy Drink Can,Beverages,2025-07-28,605,0.0,2,92,511,0,0,0.0,207,34,SUP006,15,0.83,389.91,568.72,199244.01,35871.72,779.82
S006,South Standard 6,South,Standard,P014,Orange Juice 1L,Beverages,2025-06-02,76,0.0,0,43,33,0,0,0.0,77,13,SUP006,15,0.83,249.02,418.47,8217.66,10707.86,0.0
S015,West Standard 15,West,Standard,P018,Green Tea Box,Beverages,2025-12-01,225,161.0,1,44,180,0,0,0.0,135,22,SUP006,15,0.83,203.58,352.78,36644.4,8957.52,203.58
S016,West Express 16,West,Express,P009,Biscuits Family Pack,Packaged Foods,2025-11-24,77,58.0,0,14,63,0,0,0.0,23,6,SUP003,10,0.85,130.23,193.67,8204.49,1823.2199999999998,0.0
S006,South Standard 6,South,Standard,P002,Brown Bread,Perishables,2025-02-10,334,161.0,15,25,294,0,0,0.0,79,10,SUP002,21,0.92,168.93,291.21,49665.420000000006,4223.25,2533.9500000000003
S006,South Standard 6,South,Standard,P001,Fresh Milk 1L,Perishables,2025-09-01,333,193.0,13,42,278,0,0,0.0,112,19,SUP001,13,0.95,74.84,135.63,20805.52,3143.28,972.9200000000001
S010,East Standard 10,East,Standard,P025,Toothpaste 100g,Personal Care,2025-07-14,364,0.0,1,33,330,0,0,0.0,101,13,SUP009,18,0.9,381.89,560.84,126023.7,12602.369999999999,381.89
S001,North Flagship 1,North,Flagship,P006,Fresh Eggs (12),Perishables,2025-12-22,322,0.0,16,62,244,0,0,0.0,164,21,SUP002,21,0.92,51.14,81.02,12478.16,3170.68,818.24
S012,East Express 12,East,Express,P026,Body Wash 250ml,Personal Care,2025-06-23,118,0.0,0,31,87,0,0,0.0,74,12,SUP010,15,0.9,405.93,622.07,35315.91,12583.83,0.0
S012,East Express 12,East,Express,P015,Mineral Water 1L,Beverages,2025-12-15,205,0.0,1,26,178,0,0,0.0,66,8,SUP005,19,0.83,235.43,413.22,41906.54,6121.18,235.43
S004,North Express 4,North,Express,P015,Mineral Water 1L,Beverages,2025-09-01,295,128.0,1,15,279,0,0,0.0,65,8,SUP005,19,0.83,235.43,413.22,65684.97,3531.4500000000003,235.43
S001,North Flagship 1,North,Flagship,P016,Energy Drink Can,Beverages,2025-01-20,343,295.0,1,102,240,0,0,0.0,223,37,SUP006,15,0.83,389.91,568.72,93578.40000000001,39770.82,389.91
S008,South Express 8,South,Express,P002,Brown Bread,Perishables,2025-04-28,59,52.0,3,17,39,0,0,0.0,43,5,SUP002,21,0.92,168.93,291.21,6588.27,2871.81,506.79
S016,West Express 16,West,Express,P026,Body Wash 250ml,Personal Care,2025-04-14,22,0.0,0,22,0,1,13,8086.910000000001,79,13,SUP010,15,0.9,405.93,622.07,0.0,8930.460000000001,0.0
S008,South Express 8,South,Express,P026,Body Wash 250ml,Personal Care,2025-12-22,140,101.0,0,42,98,0,0,0.0,83,14,SUP010,15,0.9,405.93,622.07,39781.14,17049.06,0.0
S001,North Flagship 1,North,Flagship,P005,Butter 100g,Perishables,2025-10-06,522,0.0,31,88,403,0,0,0.0,195,32,SUP001,13,0.95,223.18,345.5,89941.54000000001,19639.84,6918.58
S001,North Flagship 1,North,Flagship,P009,Biscuits Family Pack,Packaged Foods,2025-08-11,127,69.0,0,42,85,0,0,0.0,68,17,SUP003,10,0.85,130.23,193.67,11069.55,5469.66,0.0
S005,South Flagship 5,South,Flagship,P013,Cola 2L,Beverages,2025-12-08,496,0.0,0,48,448,0,0,0.0,134,17,SUP005,19,0.83,71.04,102.19,31825.920000000002,3409.92,0.0
S010,East Standard 10,East,Standard,P013,Cola 2L,Beverages,2025-12-15,153,0.0,0,25,128,0,0,0.0,86,11,SUP005,19,0.83,71.04,102.19,9093.12,1776.0000000000002,0.0
S001,North Flagship 1,North,Flagship,P020,Laundry Detergent 1kg,Household Essentials,2025-08-04,84,0.0,0,27,57,0,0,0.0,73,12,SUP008,13,0.97,395.11,674.34,22521.27,10667.970000000001,0.0
S004,North Express 4,North,Express,P025,Toothpaste 100g,Personal Care,2025-10-20,191,0.0,0,18,173,0,0,0.0,53,7,SUP009,18,0.9,381.89,560.84,66066.97,6874.0199999999995,0.0
S011,East Standard 11,East,Standard,P029,Deodorant Spray,Personal Care,2025-12-15,236,98.0,0,14,222,0,0,0.0,56,7,SUP009,18,0.9,518.28,771.74,115058.15999999999,7255.92,0.0
S012,East Express 12,East,Express,P030,Hair Oil 200ml,Personal Care,2025-04-07,85,0.0,0,16,69,0,0,0.0,43,7,SUP010,15,0.9,312.2,464.39,21541.8,4995.2,0.0
S004,North Express 4,North,Express,P011,Pasta 500g,Packaged Foods,2025-06-16,69,48.0,0,23,46,0,0,0.0,37,9,SUP003,10,0.85,389.93,598.54,17936.78,8968.39,0.0
S008,South Express 8,South,Express,P011,Pasta 500g,Packaged Foods,2025-10-20,69,0.0,0,39,30,0,0,0.0,41,10,SUP003,10,0.85,389.93,598.54,11697.9,15207.27,0.0
S009,East Flagship 9,East,Flagship,P001,Fresh Milk 1L,Perishables,2025-01-20,276,208.0,10,75,191,0,0,0.0,176,29,SUP001,13,0.95,74.84,135.63,14294.44,5613.0,748.4000000000001
S013,West Flagship 13,West,Flagship,P024,Paper Towels (2 pack),Household Essentials,2025-05-05,261,0.0,0,42,219,0,0,0.0,111,19,SUP008,13,0.97,942.51,1453.01,206409.69,39585.42,0.0
S010,East Standard 10,East,Standard,P011,Pasta 500g,Packaged Foods,2025-08-25,81,0.0,0,42,39,0,0,0.0,70,18,SUP003,10,0.85,389.93,598.54,15207.27,16377.06,0.0
S001,North Flagship 1,North,Flagship,P028,Shaving Cream,Personal Care,2025-11-10,603,324.0,0,89,514,0,0,0.0,210,35,SUP010,15,0.9,150.41,217.98,77310.74,13386.49,0.0
S016,West Express 16,West,Express,P018,Green Tea Box,Beverages,2025-02-10,150,0.0,1,31,118,0,0,0.0,75,12,SUP006,15,0.83,203.58,352.78,24022.440000000002,6310.9800000000005,203.58
S008,South Express 8,South,Express,P002,Brown Bread,Perishables,2025-12-01,162,0.0,7,16,139,0,0,0.0,43,5,SUP002,21,0.92,168.93,291.21,23481.27,2702.88,1182.51
S003,North Standard 3,North,Standard,P001,Fresh Milk 1L,Perishables,2025-11-17,295,210.0,11,42,242,0,0,0.0,110,18,SUP001,13,0.95,74.84,135.63,18111.280000000002,3143.28,823.24
S002,North Standard 2,North,Standard,P001,Fresh Milk 1L,Perishables,2025-09-22,180,0.0,7,42,131,0,0,0.0,112,19,SUP001,13,0.95,74.84,135.63,9804.04,3143.28,523.88
S009,East Flagship 9,East,Flagship,P016,Energy Drink Can,Beverages,2025-08-04,635,0.0,2,88,545,0,0,0.0,230,38,SUP006,15,0.83,389.91,568.72,212500.95,34312.08,779.82
S006,South Standard 6,South,Standard,P022,Trash Bags (30 pack),Household Essentials,2025-12-08,211,0.0,0,58,153,0,0,0.0,149,25,SUP008,13,0.97,364.5,550.03,55768.5,21141.0,0.0
S009,East Flagship 9,East,Flagship,P004,Fresh Curd 500g,Perishables,2025-12-01,1134,0.0,57,75,1002,0,0,0.0,289,36,SUP002,21,0.92,97.3,142.66,97494.59999999999,7297.5,5546.099999999999
S008,South Express 8,South,Express,P003,Paneer 200g,Perishables,2025-02-10,85,0.0,3,21,61,0,0,0.0,50,8,SUP001,13,0.95,33.93,50.31,2069.73,712.53,101.78999999999999
S001,North Flagship 1,North,Flagship,P014,Orange Juice 1L,Beverages,2025-12-15,217,0.0,1,47,169,0,0,0.0,118,20,SUP006,15,0.83,249.02,418.47,42084.380000000005,11703.94,249.02
S001,North Flagship 1,North,Flagship,P005,Butter 100g,Perishables,2025-12-01,209,0.0,13,68,128,0,0,0.0,195,32,SUP001,13,0.95,223.18,345.5,28567.04,15176.24,2901.34
S011,East Standard 11,East,Standard,P015,Mineral Water 1L,Beverages,2025-11-17,247,0.0,1,46,200,0,0,0.0,120,15,SUP005,19,0.83,235.43,413.22,47086.0,10829.78,235.43
S016,West Express 16,West,Express,P002,Brown Bread,Perishables,2025-07-14,37,0.0,2,11,24,0,0,0.0,41,5,SUP002,21,0.92,168.93,291.21,4054.32,1858.23,337.86
S016,West Express 16,West,Express,P024,Paper Towels (2 pack),Household Essentials,2025-01-27,113,68.0,0,17,96,0,0,0.0,41,7,SUP008,13,0.97,942.51,1453.01,90480.95999999999,16022.67,0.0
S009,East Flagship 9,East,Flagship,P025,Toothpaste 100g,Personal Care,2025-06-16,445,0.0,1,52,392,0,0,0.0,172,22,SUP009,18,0.9,381.89,560.84,149700.88,19858.28,381.89
S008,South Express 8,South,Express,P023,All-Purpose Cleaner,Household Essentials,2025-11-10,78,49.0,0,34,44,0,0,0.0,42,10,SUP007,6,0.89,343.86,620.06,15129.84,11691.24,0.0
S008,South Express 8,South,Express,P026,Body Wash 250ml,Personal Care,2025-09-22,218,119.0,0,39,179,0,0,0.0,83,14,SUP010,15,0.9,405.93,622.07,72661.47,15831.27,0.0
S007,South Standard 7,South,Standard,P002,Brown Bread,Perishables,2025-09-22,293,0.0,13,20,260,0,0,0.0,66,8,SUP002,21,0.92,168.93,291.21,43921.8,3378.6000000000004,2196.09
S013,West Flagship 13,West,Flagship,P005,Butter 100g,Perishables,2025-02-24,76,0.0,5,71,0,0,0,0.0,181,30,SUP001,13,0.95,223.18,345.5,0.0,15845.78,1115.9
S015,West Standard 15,West,Standard,P001,Fresh Milk 1L,Perishables,2025-12-29,224,0.0,9,35,180,0,0,0.0,104,17,SUP001,13,0.95,74.84,135.63,13471.2,2619.4,673.5600000000001
S003,North Standard 3,North,Standard,P012,Ketchup 500g,Packaged Foods,2025-08-18,187,0.0,0,10,177,0,0,0.0,57,7,SUP004,21,0.85,254.57,434.46,45058.89,2545.7,0.0
S007,South Standard 7,South,Standard,P014,Orange Juice 1L,Beverages,2025-09-08,108,90.0,0,24,84,0,0,0.0,65,11,SUP006,15,0.83,249.02,418.47,20917.68,5976.4800000000005,0.0
S011,East Standard 11,East,Standard,P020,Laundry Detergent 1kg,Household Essentials,2025-03-31,93,0.0,0,20,73,0,0,0.0,43,7,SUP008,13,0.97,395.11,674.34,28843.030000000002,7902.200000000001,0.0
S008,South Express 8,South,Express,P002,Brown Bread,Perishables,2025-12-22,107,0.0,5,14,88,0,0,0.0,43,5,SUP002,21,0.92,168.93,291.21,14865.84,2365.02,844.6500000000001
S010,East Standard 10,East,Standard,P009,Biscuits Family Pack,Packaged Foods,2025-11-17,55,0.0,0,19,36,0,0,0.0,41,10,SUP003,10,0.85,130.23,193.67,4688.28,2474.37,0.0
S001,North Flagship 1,North,Flagship,P005,Butter 100g,Perishables,2025-03-24,350,0.0,21,90,239,0,0,0.0,195,32,SUP001,13,0.95,223.18,345.5,53340.020000000004,20086.2,4686.78
S007,South Standard 7,South,Standard,P028,Shaving Cream,Personal Care,2025-12-08,164,0.0,0,57,107,0,0,0.0,115,19,SUP010,15,0.9,150.41,217.98,16093.869999999999,8573.369999999999,0.0
S016,West Express 16,West,Express,P018,Green Tea Box,Beverages,2025-08-18,167,0.0,1,29,137,0,0,0.0,75,12,SUP006,15,0.83,203.58,352.78,27890.460000000003,5903.820000000001,203.58
S005,South Flagship 5,South,Flagship,P013,Cola 2L,Beverages,2025-07-28,118,0.0,0,35,83,0,0,0.0,134,17,SUP005,19,0.83,71.04,102.19,5896.320000000001,2486.4,0.0
S001,North Flagship 1,North,Flagship,P009,Biscuits Family Pack,Packaged Foods,2025-05-05,127,86.0,0,46,81,0,0,0.0,68,17,SUP003,10,0.85,130.23,193.67,10548.63,5990.58,0.0
S013,West Flagship 13,West,Flagship,P019,Dish Soap 500ml,Household Essentials,2025-08-04,262,255.0,0,58,204,0,0,0.0,88,22,SUP007,6,0.89,633.68,997.2,129270.71999999999,36753.439999999995,0.0
S014,West Standard 14,West,Standard,P015,Mineral Water 1L,Beverages,2025-03-17,318,0.0,1,48,269,0,0,0.0,123,15,SUP005,19,0.83,235.43,413.22,63330.67,11300.64,235.43
S011,East Standard 11,East,Standard,P009,Biscuits Family Pack,Packaged Foods,2025-08-04,70,0.0,0,21,49,0,0,0.0,40,10,SUP003,10,0.85,130.23,193.67,6381.2699999999995,2734.83,0.0
S013,West Flagship 13,West,Flagship,P023,All-Purpose Cleaner,Household Essentials,2025-12-29,203,116.0,0,60,143,0,0,0.0,108,27,SUP007,6,0.89,343.86,620.06,49171.98,20631.600000000002,0.0
S002,North Standard 2,North,Standard,P001,Fresh Milk 1L,Perishables,2025-03-24,473,224.0,18,52,403,0,0,0.0,112,19,SUP001,13,0.95,74.84,135.63,30160.52,3891.6800000000003,1347.1200000000001
S009,East Flagship 9,East,Flagship,P029,Deodorant Spray,Personal Care,2025-05-12,87,0.0,0,32,55,0,0,0.0,98,12,SUP009,18,0.9,518.28,771.74,28505.399999999998,16584.96,0.0
S007,South Standard 7,South,Standard,P005,Butter 100g,Perishables,2025-07-07,168,0.0,10,35,123,0,0,0.0,107,18,SUP001,13,0.95,223.18,345.5,27451.14,7811.3,2231.8
S003,North Standard 3,North,Standard,P001,Fresh Milk 1L,Perishables,2025-06-16,164,159.0,6,49,109,0,0,0.0,110,18,SUP001,13,0.95,74.84,135.63,8157.56,3667.1600000000003,449.04
S014,West Standard 14,West,Standard,P030,Hair Oil 200ml,Personal Care,2025-07-21,132,0.0,0,35,97,0,0,0.0,82,14,SUP010,15,0.9,312.2,464.39,30283.399999999998,10927.0,0.0
S012,East Express 12,East,Express,P009,Biscuits Family Pack,Packaged Foods,2025-11-24,38,0.0,0,14,24,0,0,0.0,22,5,SUP003,10,0.85,130.23,193.67,3125.5199999999995,1823.2199999999998,0.0
S005,South Flagship 5,South,Flagship,P013,Cola 2L,Beverages,2025-06-09,419,0.0,0,48,371,0,0,0.0,134,17,SUP005,19,0.83,71.04,102.19,26355.840000000004,3409.92,0.0
S006,South Standard 6,South,Standard,P029,Deodorant Spray,Personal Care,2025-06-23,252,0.0,0,20,232,0,0,0.0,62,8,SUP009,18,0.9,518.28,771.74,120240.95999999999,10365.599999999999,0.0
S007,South Standard 7,South,Standard,P002,Brown Bread,Perishables,2025-03-17,181,0.0,8,20,153,0,0,0.0,66,8,SUP002,21,0.92,168.93,291.21,25846.29,3378.6000000000004,1351.44
S004,North Express 4,North,Express,P027,Hand Sanitizer 200ml,Personal Care,2025-11-10,106,99.0,1,24,81,0,0,0.0,72,9,SUP009,18,0.9,370.0,556.57,29970.0,8880.0,370.0
S005,South Flagship 5,South,Flagship,P030,Hair Oil 200ml,Personal Care,2025-11-03,596,0.0,0,44,552,0,0,0.0,127,21,SUP010,15,0.9,312.2,464.39,172334.4,13736.8,0.0
S001,North Flagship 1,North,Flagship,P012,Ketchup 500g,Packaged Foods,2025-12-01,137,0.0,0,27,110,0,0,0.0,89,11,SUP004,21,0.85,254.57,434.46,28002.7,6873.389999999999,0.0
S001,North Flagship 1,North,Flagship,P007,Instant Noodles Pack,Packaged Foods,2025-10-20,148,0.0,0,48,100,0,0,0.0,66,16,SUP003,10,0.85,478.65,792.21,47865.0,22975.199999999997,0.0
S002,North Standard 2,North,Standard,P006,Fresh Eggs (12),Perishables,2025-07-21,39,0.0,2,32,5,0,0,0.0,108,14,SUP002,21,0.92,51.14,81.02,255.7,1636.48,102.28
S004,North Express 4,North,Express,P003,Paneer 200g,Perishables,2025-07-07,43,0.0,2,16,25,0,0,0.0,44,7,SUP001,13,0.95,33.93,50.31,848.25,542.88,67.86
S014,West Standard 14,West,Standard,P002,Brown Bread,Perishables,2025-06-02,246,0.0,11,25,210,0,0,0.0,73,9,SUP002,21,0.92,168.93,291.21,35475.3,4223.25,1858.23
S006,South Standard 6,South,Standard,P022,Trash Bags (30 pack),Household Essentials,2025-11-17,400,216.0,0,59,341,0,0,0.0,149,25,SUP008,13,0.97,364.5,550.03,124294.5,21505.5,0.0
S006,South Standard 6,South,Standard,P011,Pasta 500g,Packaged Foods,2025-09-01,87,0.0,0,39,48,0,0,0.0,76,19,SUP003,10,0.85,389.93,598.54,18716.64,15207.27,0.0
S010,East Standard 10,East,Standard,P008,Breakfast Cereal,Packaged Foods,2025-12-22,375,0.0,1,41,333,0,0,0.0,109,14,SUP004,21,0.85,71.87,118.18,23932.710000000003,2946.67,71.87
S007,South Standard 7,South,Standard,P001,Fresh Milk 1L,Perishables,2025-06-02,62,0.0,2,41,19,0,0,0.0,94,16,SUP001,13,0.95,74.84,135.63,1421.96,3068.44,149.68
S001,North Flagship 1,North,Flagship,P009,Biscuits Family Pack,Packaged Foods,2025-10-20,127,97.0,0,56,71,0,0,0.0,68,17,SUP003,10,0.85,130.23,193.67,9246.33,7292.879999999999,0.0
S002,North Standard 2,North,Standard,P019,Dish Soap 500ml,Household Essentials,2025-08-18,71,0.0,0,31,40,0,0,0.0,62,16,SUP007,6,0.89,633.68,997.2,25347.199999999997,19644.079999999998,0.0
S006,South Standard 6,South,Standard,P030,Hair Oil 200ml,Personal Care,2025-08-18,202,0.0,0,37,165,0,0,0.0,89,15,SUP010,15,0.9,312.2,464.39,51513.0,11551.4,0.0
S011,East Standard 11,East,Standard,P008,Breakfast Cereal,Packaged Foods,2025-04-14,125,0.0,0,29,96,0,0,0.0,105,13,SUP004,21,0.85,71.87,118.18,6899.52,2084.23,0.0
S008,South Express 8,South,Express,P011,Pasta 500g,Packaged Foods,2025-08-04,77,60.0,0,18,59,0,0,0.0,41,10,SUP003,10,0.85,389.93,598.54,23005.87,7018.74,0.0
S016,West Express 16,West,Express,P001,Fresh Milk 1L,Perishables,2025-06-30,152,0.0,6,29,117,0,0,0.0,58,10,SUP001,13,0.95,74.84,135.63,8756.28,2170.36,449.04
S009,East Flagship 9,East,Flagship,P001,Fresh Milk 1L,Perishables,2025-06-09,487,320.0,19,55,413,0,0,0.0,176,29,SUP001,13,0.95,74.84,135.63,30908.920000000002,4116.2,1421.96
S007,South Standard 7,South,Standard,P008,Breakfast Cereal,Packaged Foods,2025-08-25,387,0.0,1,27,359,0,0,0.0,99,12,SUP004,21,0.85,71.87,118.18,25801.33,1940.4900000000002,71.87
S002,North Standard 2,North,Standard,P015,Mineral Water 1L,Beverages,2025-10-27,573,263.0,2,34,537,0,0,0.0,135,17,SUP005,19,0.83,235.43,413.22,126425.91,8004.62,470.86
